listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Nicely Built 4 Bedroom Semi Detached Duplex;,85000000,4,4,5,Ologolo,Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-0GABM
Luxury 2 Bedroom Apartment In A Strategic Location,60000000,2,2,3,Ikate,Lekki,Lagos,ServicedNewly Built,08063531327,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-4FZWU
Newly Built 4 Bedroom Semi Detached Duplex In A Strategic Location,120000000,4,4,5,Ikate,Lekki,Lagos,Newly Built,08063531327,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-0FZWV
Luxury 5 Bedroom Fully Detached Mansion,150000000,5,5,6,,Ajah,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9GDXP
4 Bedroom Semi Detached Duplex,78000000,4,4,5,,Ajah,Lagos,Newly Built,07057302511,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7GDQZ
Finished 4 Bedroom Semi Detached Duplex,60000000,4,4,5,,Ajah,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7GEDD
Newly Built 4 Bedroom Terrace Duplex With Bq;,85000000,4,4,5,Osapa,Lekki,Lagos,Newly Built,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-lekki-lagos-2GJTK
Finished 5 Bedroom Fully Detached Duplex,170000000,5,5,6,Agungi,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-4GJVK
4 Bedroom Semi Detached Duplex,83000000,4,4,5,"By Vgc,",Lekki,Lagos,,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-vgc-lekki-lagos-6GLGX
Contemporary 4 Bedroom Fully Detached Duplex,100000000,4,4,5,Ikota,Lekki,Lagos,Newly Built,07088739045,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-3GLGY
Newly Built 2 Bedroom Apartment;,65000000,2,2,3,Ikate,Lekki,Lagos,Newly Built,08082163583,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-1GLNV
5 Bedroom Fully Detached Duplex,130000000,5,5,6,Agungi,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-2GLDU
Finished 5 Bedroom Fully Detached Duplex,120000000,5,5,6,Off Lekki Epe Expressway,Ajah,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-lekki-epe-expressway-ajah-lagos-1GLKW
Luxury 5 Bedroom Detached Duplex,500000000,5,5,6,,Guzape,Abuja,Newly Built,08063531327,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-guzape-abuja-3GPTQ
Spacious 3bedroom Bungalow,22000000,3,3,3,Awoyaya Ibeju,Ibeju-Lekki,Lagos,,08023231314,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-awoyaya-ibeju-lekki-lagos-1GPTV
Land Measuring 900m²,280000000,0,0,0,"Lekki Right Side By Nike Art Gallery,",Lekki,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-lekki-right-side-by-nike-art-gallery-lekki-lagos-1GPRX
Newly Built 4 Bedroom Terrace Duplex,60000000,4,4,5,Second Tollgate,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-9GPRZ
Spacious 4 Bedroom Semi Detached Duplex,0,4,4,5,Second Tollgate,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-1GPSB
Exclusive 3 Bedroom Apartment,165000000,3,3,4,Victoria,Island,Lagos,Newly Built,08023231314,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-victoria-island-lagos-7GPTY
Well Finished 5 Bedroom Detached Duplex,500000000,5,5,6,Lekki Phase 1,Lekki,Lagos,Newly Built,07088739045,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7GPXN
Newly Built 4 Bedroom Semi Detached Duplex,135000000,4,4,5,Osapa London,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-4GTBZ
4 Bedroom Semi Detached Duplex,80000000,4,4,5,Second Tollgate,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-second-tollgate-lekki-lagos-2GSXH
Newly Built 3 Bedroom Apartment + Bq + Pool,165000000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08124269637,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-central-ikoyi-old-ikoyi-ikoyi-lagos-2EWGB
*4 Bedroom Fully Detached Duplex +bq,60000000, , , ,Neighbourhood* Ogc Foods And Beverages Ltd Channels Television Station Rainbow F.m Station Compass Newspaper Isheri Egbe,Egbe/Idimu,Lagos,,07034744114,10,https://www.propertypro.ng/property/house-for-sale-neighbourhood-ogc-foods-and-beverages-ltd-channels-television-station-rainbow-fm-station-compass-newspaper-isheri-egbe-idimu-lagos-5EWHS
"Well Developed, Equipped And Fenced Farmland Measuring 3888sqm Of Land",45000000,0,0,0,,Sagamu,Ogun,,08177766115,10,https://www.propertypro.ng/property/land-for-sale-sagamu-ogun-4FPER
"Land Measuring 2,400sqm",760000000, , , ,"Abayomi Shonuga (central Business District Street), Lekki Phase 1",Lekki,Lagos,,07057302511,10,https://www.propertypro.ng/property/land-for-sale-abayomi-shonuga-central-business-district-street-lekki-phase-1-lekki-lagos-0FPMQ
Newly Built 4 Bedroom Detached Duplex With Good Finishing,85000000,4,4,5,2nd Toll Gate Chevron,Lekki,Lagos,Newly Built,08063531327,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-2nd-toll-gate-chevron-lekki-lagos-4FPNQ
Nicely Built 4 Bedroom Semi Detached Duplex With Bq,115000000,4,4,5,Osapa London,Lekki,Lagos,,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-1FZBD
Newly Built 4 Bedroom Terrace Duplex,60000000,4,4,5,Vgc,Lekki,Lagos,Newly Built,08063531327,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-7FZFS
Fully Automated 6 Bedroom Detached Mansion With Cinema,750000000,6,6,7,Osapa London,Lekki,Lagos,Newly Built,07057302511,7,https://www.propertypro.ng/property/6-bedroom-house-for-sale-osapa-london-lekki-lagos-0GGSV
5 Bedroom Fully Detached Duplex,200000000,5,5,6,"Off Palm Spring Road ( Spar Road), Ikate",Lekki,Lagos,Newly Built,07057302511,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-palm-spring-road-spar-road-ikate-lekki-lagos-3GGTF
4 Bedroom Luxury Detached Duplex,60000000,5,4,5,New Owerri Port Harcourt Road By Hospital Road Owerri,Owerri,Imo,Newly Built,08037372117,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-new-owerri-port-harcourt-road-by-hospital-road-owerri-owerri-imo-4GGLY
Luxury 3 Bedroom Flat And A Bq,75000000,3,3,4,Ikate,Lekki,Lagos,,08082163583,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-3GLTW
"4,000sqm Land",1800000000,0,0,0,"Providence Road, Lekki Phase 1",Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/land-for-sale-providence-road-lekki-phase-1-lekki-lagos-4GLSG
Luxury 2 Bedroom Apartment,47500000,2,2,3,"Chevy Castle Apartments, Chevron",Lekki,Lagos,ServicedNewly Built,07088739045,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-chevy-castle-apartments-chevron-lekki-lagos-4GLTU
Plot Of Land,900000,0,0,0,Port,Harcourt,Rivers,,08177766115,7,https://www.propertypro.ng/property/land-for-sale-port-harcourt-rivers-7GLWJ
Luxury 4 Bedroom Maisonette With Bq,82500000,4,4,5,"Chevy Castle Apartments, Chevron",Lekki,Lagos,ServicedNewly Built,07088739045,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevy-castle-apartments-chevron-lekki-lagos-8GLTW
Serviced 4 Bedroom Terrace Duplex,180000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Newly Built,07088739045,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6GPPY
Newly Built 4 Bedroom Terrace Duplex,50000000,4,4,5,Ikota,Lekki,Lagos,Newly Built,08082163583,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-3GPPL
Newly Built 2 Bedroom Terrace Duplex,38000000,2,2,3,Ikota,Lekki,Lagos,Newly Built,08082163583,7,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikota-lekki-lagos-4GPPK
800sqms Land,250000000,0,0,0,Ikate,Lekki,Lagos,,08028761350,7,https://www.propertypro.ng/property/land-for-sale-ikate-lekki-lagos-5GPNT
Spacious 3 Bedroom Flat,159000000,3,3,4,Ilubirin,Ikoyi,Lagos,,08082163583,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ilubirin-ikoyi-lagos-7GRTG
Luxury 4 Bedroom Semi Detached Duplex With Cinema,120000000,4,4,4,Orchid Hotel Road Chevron,Lekki,Lagos,Newly Built,08063531327,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-hotel-road-chevron-lekki-lagos-0GRUY
Top Notched Finishing Brand New 6 Bedroom Fully Detached Duplex With Bq,750000000,6,6,7,Ikoyi Banana Island,Ikoyi,Lagos,Newly Built,08147329552,7,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ikoyi-banana-island-ikoyi-lagos-8EPYS
Fresh / Newly Built 5 Bedroom Semi Detached House In A Mini Estate Within Banana Island Estate,580000000,5,5,6,Banana Island Estate Banana Island,Ikoyi,Lagos,ServicedNewly Built,08124269637,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-6EQCV
2 Bed Room Bungalow,7000000,2,2,3,Mowe Ofada Mowe Obafemi,Owode,Ogun,,07037925478,7,https://www.propertypro.ng/property/2-bedroom-house-for-sale-mowe-ofada-mowe-obafemi-owode-ogun-2EQEJ
Exquisitely 5bedroom Fully Detached Duplex,310000000,5,5,6,"Close To Coza,",Guzape,Abuja,FurnishedServicedNewly Built,08053979149,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-coza-guzape-abuja-0EWTA
Land Facing The Road,6600000, , , ,,Kurudu,Abuja,,07034744114,23,https://www.propertypro.ng/property/land-for-sale-kurudu-abuja-7FCNE
Luxurious 4 Bedroom Terrace Duplex With Bq,160000000,4,4,5,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,07030598736,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1FLER
Spacious 5 Bedroom Detached House With Bq,160000000,6,5,7,Megamound Estate Ikota,Lekki,Lagos,Newly Built,08160971667,23,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-ikota-lekki-lagos-6FLZK
4 Bedroom Semi Detached Duplex,95000000,4,4,5,Behind Vgc Vgc,Lekki,Lagos,,08147329552,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-behind-vgc-vgc-lekki-lagos-0FRTR
Land Facing Main Road Along Epe Express Road,10000000, , , ,"Chestnut Estate, Along Alaro City, Epe Road",Epe,Lagos,,07034744114,23,https://www.propertypro.ng/property/land-for-sale-chestnut-estate-along-alaro-city-epe-road-epe-lagos-4FUTH
Luxury 3 Bedroom Terrace Duplex,51500000,3,3,4,Sangotedo Lekki Phase 2,Lekki,Lagos,Newly Built,08147329552,23,https://www.propertypro.ng/property/3-bedroom-house-for-sale-sangotedo-lekki-phase-2-lekki-lagos-5FZCC
Land,2000000,0,0,0,"De Willows Park Estate, Nassarawa Mega City (maitama 2) It’s About 20 Minutes Drive To Mpape Junction In Maitama,",Mpape,Abuja,,07034744114,23,https://www.propertypro.ng/property/land-for-sale-de-willows-park-estate-nassarawa-mega-city-maitama-2-its-about-20-minutes-drive-to-mpape-junction-in-maitama-mpape-abuja-2GBDH
Land,1200000,0,0,0,Excel Villas Umuahia,North,Abia,,07034744114,23,https://www.propertypro.ng/property/land-for-sale-excel-villas-umuahia-north-abia-2GBGL
Newly Built 5 Bedroom Detached Duplex With Bq,170000000,5,5,6,Agungi,Lekki,Lagos,Newly Built,07025014897,23,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-8GBZS
Newly Built 5 Bedroom Detached Duplex With Bq,120000000,5,5,6,Ikota,Lekki,Lagos,Newly Built,07025014897,23,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-6GBZR
Premium 3 Bedroom Apartment,220000000,3,3,4,Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,23,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-3GBZY
Newly Built 4 Bedroom Terrace Duplex,55000000,4,4,5,Orchid Rd Chevron,Lekki,Lagos,ServicedNewly Built,07025014897,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchid-rd-chevron-lekki-lagos-5GCBC
Newly Built 3 Bedroom Masionette,65000000,3,3,4,Ikate,Lekki,Lagos,ServicedNewly Built,07025014897,23,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikate-lekki-lagos-5GBZM
Newly Built 4 Bedroom Semi Detached Duplex With Bq,120000000,4,4,5,Ikate,Lekki,Lagos,ServicedNewly Built,07025014897,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-2GCBD
4 Bedroom Fully Detached Duplex,125000000,4,4,5,Agungi Lekki Phase 1,Lekki,Lagos,Newly Built,08147329552,23,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-phase-1-lekki-lagos-4GDDR
Newly Built Luxury 1 Bedroom Apartment,29000000,1,1,2,Lekki Scheme 2 Ogombo,Ajah,Lagos,ServicedNewly Built,07025014897,23,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-scheme-2-ogombo-ajah-lagos-9GDKD
A Plot Of Land With Uncompleted 3 Bedrooms Flat,18000000,0,0,0,Off Babalati Bustop Ayobo,Ipaja,Lagos,,08180249383,23,https://www.propertypro.ng/property/land-for-sale-off-babalati-bustop-ayobo-ipaja-lagos-9GECT
5 Bedroom Fully Detached Duplex,150000000,0,5,0,Ikota,Lekki,Lagos,Serviced,08036411790,23,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-5GFEK
5 Bedroom Fully Detached Duplex,125000000,5,5,5,"Ajah, Lekki",Ajah,Lagos,Newly Built,08147329552,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lekki-ajah-lagos-2GLLP
Spacious 4 Bedroom Detached House,250000000,4,4,5,Osapa London,Lekki,Lagos,Newly Built,07030598736,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-0GMMY
4 Bedroom Semi Detached Duplex,100000000,5,4,6,Chevron,Lekki,Lagos,,08177766550,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3GNFA
Luxury 2 Bedroom Apartment,150000000,2,2,3,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,21,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-old-ikoyi-old-ikoyi-ikoyi-lagos-1GBLE
Newly Built 4 Bedroom Terrace Castle Duplex With Bq,64100000,4,4,5,Ikota,Lekki,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-9GBJR
4 Bedroom Fully Detached,370000000,4,4,5,Oniru Victoria,Island,Lagos,,08098000359,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-3GBVR
Newly Built 4 Bedroom Semi Detached Duplex,65000000,4,4,5,Ikota,Lekki,Lagos,ServicedNewly Built,08177766550,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-1GCRR
Alluring 5 Bedroom Virtual Detached Duplex,150000000,6,5,7,Megamound Estate,Lekki,Lagos,Newly Built,08177766550,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-megamound-estate-lekki-lagos-4GCRR
4 Bedroom Semi Detached Duplex,60000000,0,0,0,,Lekki,Lagos,,08036411790,21,https://www.propertypro.ng/property/house-for-sale-lekki-lagos-9GEFB
Newly Built 5 Bedroom Detached House,420000000,5,5,6,Osapa London,Lekki,Lagos,ServicedNewly Built,07038641144,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-8GFFC
Contemporary 3 Bedroom Flat With Boys Quarter,57000000,4,3,5,Idado,Lekki,Lagos,ServicedNewly Built,08160971667,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-idado-lekki-lagos-1FLQW
Luxuriously Built 5 Bedrooms Fully Detached Duplex With A Room Bq,140000000,5,5,6,Lekki County,Lekki,Lagos,,08140215129,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-lekki-lagos-7FMYV
Spacious 5 Bedroom Fully Detached Duplex With Bq,140000000,5,5,6,Ikota,Lekki,Lagos,Newly Built,07030598736,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-7FWHQ
One Acre Of Land,50000000,0,0,0,Lagos/ibadan Expressway,Ibadan,Oyo,,08156968495,21,https://www.propertypro.ng/property/land-for-sale-lagos-ibadan-expressway-ibadan-oyo-0GAGL
Newly Built 3 Bedroom Terrace Duplex,46500000,3,3,4,Atlantic Layout Ajiwe,Ajah,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-atlantic-layout-ajiwe-ajah-lagos-1GBLK
Newly Built 3 Bedroom Terrace With Bq,38000000,3,3,4,Gra Abijo,Ajah,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-gra-abijo-ajah-lagos-5GBMK
Newly Built 1 Bedroom Apartment,16500000,1,1,2,Abijo,Ajah,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-abijo-ajah-lagos-4GBMX
Newly Built 3 Bedroom Terrace,45000000,3,3,4,Orchid Road Chevron,Lekki,Lagos,ServicedNewly Built,07025014897,21,https://www.propertypro.ng/property/3-bedroom-house-for-sale-orchid-road-chevron-lekki-lagos-2GBMU
Newly Built 4 Bedroom Terrace Duplex,90000000,4,4,5,Chevron,Lekki,Lagos,,07030598736,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-8GCJT
Luxury 5 Bedroom Semi Detached House + Bq,650000000,0,0,0,Banana Island,Ikoyi,Lagos,,08124269637,7,https://www.propertypro.ng/property/house-for-sale-banana-island-ikoyi-lagos-3GCJQ
Newly Built 5 Bedroom Semi Detached,270000000,5,5,6,,Lekki,Lagos,ServicedNewly Built,07025014897,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-lagos-1GCJS
Land,50000000,0,0,0,Ogombo,Ajah,Lagos,Serviced,07025014897,7,https://www.propertypro.ng/property/land-for-sale-ogombo-ajah-lagos-5GDRS
Newly Built 3 Bedroom Semi Detached Bungalow,20000000,3,3,4,Gbetu Road Awoyaya,Ajah,Lagos,ServicedNewly Built,07025014897,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-gbetu-road-awoyaya-ajah-lagos-7GDQP
World Class 3bedroom Flat,35000000,3,3,4,Close To Game Village Kaura (games,Village),Abuja,Newly Built,08053979149,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-close-to-game-village-kaura-games-village-abuja-1GDRW
Newly Built 4 Bedroom Semi Detached Duplex With Bq,90000000,4,4,5,Chevron,Lekki,Lagos,ServicedNewly Built,07025014897,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3GESQ
Luxurious 5 Bedroom Fully Detached Duplex,280000000,5,5,6,Close To Wuye Market,Wuye,Abuja,ServicedNewly Built,08053979149,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-wuye-market-wuye-abuja-8GGFL
3 Bedroom Bungalow,21000000,3,3,3,Ait Road Abule Egba,Alimosho,Lagos,,08180249383,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ait-road-abule-egba-alimosho-lagos-3GHER
4 Plots Of Land Fenced With Gate Measuring 2600sqmt,420000000,0,0,0,"Orchid Road, Chevron",Lekki,Lagos,,08147329552,7,https://www.propertypro.ng/property/land-for-sale-orchid-road-chevron-lekki-lagos-2GHRU
2 Plots Of Land Measuring 1300sqmt,164000000,0,0,0,Orchid Road Chevron,Lekki,Lagos,,08147329552,7,https://www.propertypro.ng/property/land-for-sale-orchid-road-chevron-lekki-lagos-9GHRR
5bedroom Detached House*,1700000000,0,0,0,"Banana Island Estate,",Ikoyi,Lagos,,08124269637,7,https://www.propertypro.ng/property/house-for-sale-banana-island-estate-ikoyi-lagos-3GKLJ
Brand New 6 Units Of 3 Bedroom Flat,55000000,0,3,0,Magodo Shangisha Kosofe,Kosofe/Ikosi,Lagos,,08180249383,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-magodo-shangisha-kosofe-ikosi-lagos-3GKMJ
Luxury 3 Bedroom Ground Floor Apartment + Bq+ Pool + Squash + Gym,130000000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-central-ikoyi-old-ikoyi-ikoyi-lagos-8FQNN
Luxury 5 Bedroom Fully Detached Duplex With Bq,140000000,5,5,6,Ikate,Lekki,Lagos,Newly Built,07030598736,7,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-1FQTB
4 Bedroom Semi Detached Duplex With Bq,100000000,4,4,5,Ikate,Lekki,Lagos,Newly Built,07030598736,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6FQTC
2 Units Of 2 Bedroom Bungalows,16000000,2,2,3,Bogije Ibeju,Ibeju-Lekki,Lagos,,08147329552,7,https://www.propertypro.ng/property/2-bedroom-house-for-sale-bogije-ibeju-lekki-lagos-0FQKA
