listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
5 Bedroom Detached Duplex,70000000,6,5,6,Ajah Lagos,Ajah,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-9GUJE,16 Jun 2022
Newly Built 3 & 2 Bedroom Apartment,80000000,3,3,4,Lekki,Lekki,Lagos,ServicedNewly Built,08063531327,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2GENV,10 Mar 2022
26 Numbers Of Premium 3 Bedroom Apartments,4600000000,3,3,4,,Ikoyi,Lagos,ServicedNewly Built,08124269637,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-old-ikoyi-ikoyi-lagos-3GBJQ,14 Feb 2022
Fully Serviced 4 Bedroom Terrace Duplex,160000000,5,4,5,,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4GJQM,07 Apr 2022
Newly Built 4 Bedroom Terrace Duplex With Bq,130000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,07025014897,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-freedom-way-lekki-phase-1-lekki-lagos-1GDXU,05 Mar 2022
4 Bedroom Semi Detached Smart Duplex And Bq With Furniture,100000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,07025014897,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-buena-vista-chevron-lekki-lagos-8GKMJ,14 Apr 2022
4bedroom Terrace Duplex With High Quality Finishing,130000000,5,4,5,,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2FAKZ,15 Jul 2021
Brand New 4 Bedroom Terrace Duplex,45000000,5,4,5,Ajah Lagos,Ajah,Lagos,ServicedNewly Built,09035137760,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-5GCCJ,20 Feb 2022
Land,30000000,0,0,0,,Ibadan,Oyo,ServicedNewly Built,08156968495,4,https://www.propertypro.ng/property/land-for-sale-new-akala-express-by-kuola-akala-express-ibadan-oyo-5GMBH,27 Apr 2022
Newly Built 5 Bedrooms Detached House,1500000,5,5,6,,Ikoyi,Lagos,ServicedNewly Built,090902999998,12,https://www.propertypro.ng/property/5-bedroom-house-for-sale-first-avenue-banana-island-ikoyi-lagos-5GKUV,17 Apr 2022
Land Measuring 651sqm,39000000,0,0,0,,Ajah,Lagos,ServicedNewly Built,07057302511,1,https://www.propertypro.ng/property/land-for-sale-diamond-estate-phase-1-off-monastery-road-sangotedo-ajah-lagos-0GQBA,19 May 2022
Brand New 2 Bedroom Pent House Apartment With Bq,170000000,3,2,3,Island,Island,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-sale-victoria-island-lagos-4FDTW,11 Aug 2021
Fully Serviced 2 Bedroom Apartment,60000000,3,2,3,Lekki,Lekki,Lagos,ServicedNewly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-3GJQH,07 Apr 2022
750 Plots Of Land With Gazette,5000000, , , ,,Ibeju-Lekki,Lagos,ServicedNewly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-blissview-estate-phase-2-ibeju-agbe-town-close-to-pan-africa-university-ibeju-lekki-lagos-9GRQP,30 May 2022
5 Bedroom Duplex,650000000,5,5,6,Ikoyi Lagos,Ikoyi,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-0GNWR,11 May 2022
4 Bedroom Semi Detached Duplex,90000000,5,4,5,Lekki,Lekki,Lagos,ServicedNewly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-1GHJG,29 Mar 2022
5bedrooms Fully Detached Duplex,95000000,5,5,6,,Lokogoma,Abuja,Newly Built,08053979149,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-sunnyvale-estate-lokogoma-abuja-3GPAV,12 May 2022
2 Bedroom Penthouse,145000000,3,2,3,,Island,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-adeola-odeku-victoria-island-lagos-0GPLN,15 May 2022
5 Bedroom Fully Detached Duplex,170000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-megamound-ikota-lekki-lagos-0FHPY,08 Sep 2021
Spacious 5 Bedroom Fully Detached Duplex With Fitted Kitchen,170000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-ikota-lekki-lagos-9GLCH,20 Apr 2022
Massive 5 Bedroom Fully Detached Duplex,350000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-0GKVK,18 Apr 2022
5 Bedroom Detached Duplex,280000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4GQKY,22 May 2022
Serviced 4 Bedroom Terrace Duplex,120000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-9GKUD,17 Apr 2022
Finished 4 Bedroom Semi Detached Duplex,125000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6GGPN,23 Mar 2022
"Amity Estate, Well Developed Estate, Instant Allocation, Sangotedo, Lekki. 3 Years Payment Plan*",10500000, , , ,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/land-for-sale-amity-estate-sangotedo-ajah-lagos-5ERNQ,14 May 2021
New 4 Bedroom Semi Detached Duplex,160000000,4,4,5,Lekki,Lekki,Lagos,Newly Built,090902999998,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-8GLCK,20 Apr 2022
Luxury 5 Bedroom Detached House,370000000,5,5,6,,Lekki,Lagos,Newly Built,07030598736,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-5GMVP,04 May 2022
5 Bedroom Fully Detached Duplex,400000000,5,5,6,,Lekki,Lagos,Newly Built,08147329552,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-estate-lekki-phase-1-lekki-lagos-1GDEE,28 Feb 2022
5 Bedroom Detached Home,320000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-2GHNS,30 Mar 2022
Land,4250000,0,0,0,Idu Abuja,Idu,Abuja,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-idu-abuja-9GRFG,26 May 2022
4 Bedrooms Terrace Duplex For Sale,75000000,4,4,5,,Lekki,Lagos,Newly Built,08050606090,27,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-kusenla-ikate-lekki-lagos-3FJDA,13 Sep 2021
Brand New 3 Bedroom Apartment& Bq In A Serene Secured Estate Environment For Sale !!!,240000000,4,3,4,,Ikoyi,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-gerrard-road-old-ikoyi-ikoyi-lagos-0FCBM,29 Jul 2021
5 Bedroom House With A Bq Located At Ikota.,160000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-ikota-lekki-lagos-6EYAL,29 Jun 2021
4 Bedroom Masionette,450000000,5,4,5,,Ikoyi,Lagos,Newly Built,07086048604,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-banana-island-ikoyi-lagos-1GRAM,25 May 2022
Irving Park Estate,7000000,0,0,0,,Ajah,Lagos,Newly Built,09035137760,1,https://www.propertypro.ng/property/land-for-sale-oribanwa-awoyaya-ajah-lagos-0FHWK,10 Sep 2021
2 Units Of 3 Bedroom Bungalow,23000000,0,0,0,Ajah,Ajah,Lagos,Newly Built,08140215129,7,https://www.propertypro.ng/property/house-for-sale-abijo-ajah-lagos-2GUFM,15 Jun 2022
Detached House Consisting Of 2 Numbers Of 5bedroom Flats & 2 Numbers Of 2bedroom Flats,170000000,0,0,0,,Surulere,Lagos,Newly Built,08081672062,2,https://www.propertypro.ng/property/house-for-sale-along-ogunlana-surulere-lagos-7GNEJ,06 May 2022
A Distressed 4 Bedroom Fully Detached Duplex,95000000,4,4,5,,Camp,Abuja,Newly Built,08036492297,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lias-estate-life-campe-life-camp-abuja-9GKRH,16 Apr 2022
3 Bedroom Apartment,82500000,0,0,0,,Lekki,Lagos,Newly Built,07041489625,1,https://www.propertypro.ng/property/flat-apartment-for-sale-lekki-phase-1-lekki-lagos-4GRGQ,26 May 2022
4 Units Of 3 Bedroom Flat,65000000, , , ,,Okota,Lagos,Newly Built,08030996281,5,https://www.propertypro.ng/property/flat-apartment-for-sale-ago-palace-okota-lagos-0GLJW,22 Apr 2022
6 Bedroom Detached Duplex,115000000,7,6,7,Lekki,Lekki,Lagos,Newly Built,09035137760,7,https://www.propertypro.ng/property/6-bedroom-house-for-sale-chevron-lekki-lagos-1GULY,16 Jun 2022
Extraordinary 5 Bedroom Fully Detached,220000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-6GFEJ,15 Mar 2022
Fully Serviced 5 Bedroom Duplex,110000000,5,5,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oral-2-oral-estate-lekki-lagos-0FBYF,28 Jul 2021
Newly Built 4 Bedroom Terrace House + Bq,699000000,4,4,5,,Ikoyi,Lagos,Newly Built,08124269637,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-ikoyi-lagos-1GJHH,05 Apr 2022
5 Bedroom Detached Duplex,150000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-1FKHZ,22 Sep 2021
5 Bedroom Detached Duplex,170000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-platinum-way-close-to-nicon-town-ikate-lekki-lagos-4GQKX,22 May 2022
4 Bedroom Fully Detached Duplex,190000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-county-megamound-ikota-lekki-lagos-2FHPY,08 Sep 2021
5 Bedroom Fully Detached Duplex,100000000,5,5,6,Lekki,Lekki,Lagos,Newly Built,07030598736,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0GMVM,04 May 2022
4 Bedroom Detached Duplex,85000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-5GULV,16 Jun 2022
Spacious 5 Bedroom Detached Home,120000000,6,5,6,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-palm-city-ajah-lagos-9GLDW,20 Apr 2022
Extra Spacious 4 Bedroom Apartment,75000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-in-a-serene-and-save-estate-at-idado-idado-lekki-lagos-6FGES,29 Aug 2021
"Well Built 5 Bedroom Detached Duplex With Swimming Pool, Pent House & Boy’s Quarter",300000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-1FYAC,20 Jan 2022
"Land (1,800sqm)",120000000,0,0,0,,Ibadan,Oyo,unstated,08156968495,6,https://www.propertypro.ng/property/land-for-sale-jericho-gra-jericho-ibadan-oyo-7GMMD,30 Apr 2022
Newly Built 5bedroom Detached Duplex House,190000000,5,5,6,Lekki,Lekki,Lagos,unstated,07038641144,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-7GLKH,22 Apr 2022
5 Bedroom Fully Detached Duplex With Bq,200000000,5,5,6,,Lekki,Lagos,unstated,07088739045,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4GEYA,12 Mar 2022
Land,800000, , , ,,Epe,Lagos,unstated,07034744114,2,https://www.propertypro.ng/property/land-for-sale-treasure-court-estate-epe-lagos-4GLNK,23 Apr 2022
Massive 5 Bedroom Fully Detached Duplex,200000000,6,5,6,,Lekki,Lagos,unstated,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-9GPKJ,15 May 2022
5 Bedroom Fully Detached Duplex Sitted On 1000sqm With 3 Bedroom Bq,65000000,5,5,6,,Lokogoma,Abuja,unstated,08053979149,19,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-ebano-supermarket-lokogoma-abuja-0GNDA,06 May 2022
5bedroom Fully Detached Duplex,110000000,6,5,6,,Lekki,Lagos,unstated,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-villa-ikota-lekki-lagos-1FGMY,31 Aug 2021
Luxury 5bedroom Maisonette,550000000,6,5,6,,Ikoyi,Lagos,unstated,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-8FHKY,08 Sep 2021
Brand New 5 Bedroom Detached Duplex With Bq,100000000,6,5,6,Lekki,Lekki,Lagos,unstated,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikota-lekki-lagos-4FJAB,12 Sep 2021
4 Bedroom Fully Detached House With Bq; Video Tour Available In Request,140000000,5,4,5,Lekki,Lekki,Lagos,unstated,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-3FAWP,18 Jul 2021
1400sqm Of Land,200000000,0,0,0,,Guzape,Abuja,unstated,08053979149,4,https://www.propertypro.ng/property/land-for-sale-close-to-coza-guzape-abuja-5GPPV,16 May 2022
Buy A 3 Bedroom Semi Detached,20000000,4,3,4,Ajah,Ajah,Lagos,unstated,09035137760,4,https://www.propertypro.ng/property/3-bedroom-house-for-sale-awoyaya-ajah-lagos-8FPAH,25 Oct 2021
4 Bedroom Semi Detached Duplex,110000000,5,4,6,,Lekki,Lagos,unstated,08177766550,20,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-tollgate-lekki-lagos-2GCRT,24 Feb 2022
3 Bedroom Block Of Flats,135000000,3,3,4,,Lekki,Lagos,unstated,08147329552,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-estate-lekki-phase-1-lekki-lagos-3GDDZ,28 Feb 2022
Spacious 3 Bedroom Flat With Bq,10000000,3,3,4,Ikoyi Lagos,Ikoyi,Lagos,unstated,09035137760,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikoyi-lagos-7GLXL,26 Apr 2022
2bedrooms Luxury Apartment Fully Serviced With A Servant Quarter In A Perfect Location,45000000,3,2,3,Lekki,Lekki,Lagos,unstated,09035137760,7,https://www.propertypro.ng/property/2-bedroom-house-for-sale-agungi-lekki-lagos-8FQMN,06 Nov 2021
Luxury And Beautiful Finished 3 Bedroom Luxurious Apartments,150000000,4,3,4,Ikoyi Lagos,Ikoyi,Lagos,unstated,09035137760,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikoyi-lagos-3FHLF,08 Sep 2021
Newly Built 4 Bedroom Terrace,80000000,5,4,5,Lekki,Lekki,Lagos,unstated,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-2FTRS,05 Dec 2021
5 Bedroom Detached Duplex,370000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-4GPLB,15 May 2022
Spacious 5 Bedroom Fully Detached Duplex With A Fitted Kitchen,125000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-6FRMX,16 Nov 2021
4 Bedroom Fully Detached Duplex,90000000,5,4,5,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-palm-city-ajah-lagos-7FMFL,09 Oct 2021
Executive 5 Bedroom Fully Detached Duplex,170000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9FJFD,13 Sep 2021
5 Bedroom Fully Detached Duplex With Bq,120000000,5,5,5,Ajah,Ajah,Lagos,Newly Built,08147329552,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ajahlekki-ajah-lagos-9GLLQ,22 Apr 2022
Exquisitely Finished 5 Bedroom Detached House With Cinema & Private Elevator,700000000,6,6,7,,Ikoyi,Lagos,Newly Built,07057302511,11,https://www.propertypro.ng/property/6-bedroom-house-for-sale-banana-island-ikoyi-lagos-5FPNH,29 Oct 2021
4 Bedroom Semi Detached Duplex,80000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-7GHJD,29 Mar 2022
Beautiful Built 4 Bedroom Detached Duplex,85000000,5,4,5,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-palm-city-ajah-lagos-0FTQR,04 Dec 2021
600sqm Of Land,1500000,0,0,0,,Ibeju-Lekki,Lagos,Newly Built,07041489625,1,https://www.propertypro.ng/property/land-for-sale-vopno-city-empire-estate-akodo-town-close-to-dangote-refinery-before-lekki-free-trade-zone-akodo-ise-ibeju-lekki-lagos-2GTSS,12 Jun 2022
4 Bedroom Fully Detached Duplex For Sale,90000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5FAWE,18 Jul 2021
"This Luxurious Fully Furnished 4 Bedroom Fully Detached Duplex With Swimming Pool, Gym And A Room Bq",150000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lakeview-estate-lekki-phase-2-lekki-lagos-3FEDS,14 Aug 2021
Spacious 4 Bedroom Detached Duplex,75000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-toll-gate-chevron-lekki-lagos-3FLUK,06 Oct 2021
4 Bedroom Terrace Duplex With Bq,145000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-6FHKY,08 Sep 2021
4 Bedroom Semi Detached Duplex With Bq,75000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-9EQZJ,10 May 2021
Newly Built 4 Bedroom Detached House,98000000,4,4,5,Ajah Lagos,Ajah,Lagos,Newly Built,07038641144,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-7GLKF,22 Apr 2022
4 Bedroom Spacious Detached Duplex,85000000,4,4,5,,Lekki,Lagos,Newly Built,07057302511,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-white-oak-estate-ologolo-lekki-lagos-8GNCE,06 May 2022
Furnished 4 Semi Detached Bedroom Duplex,140000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-3GRGX,26 May 2022
Smart And Super Lucurious 5bedroom Detached House,950000000,6,5,6,,Ikoyi,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-5FUXH,16 Dec 2021
"Newly Built 5bedroom In A Gated Estate And Fully Secured Environment, Where Kids Can Play And Call Home",110000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agungi-lekki-lagos-0FUWU,16 Dec 2021
Fully Serviced Contemporary 2 Bedroom Apartment,65000000,3,2,3,Lekki,Lekki,Lagos,Newly Built,09035137760,7,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ikate-lekki-lagos-0FSYG,29 Nov 2021
4 Bedroom Detached Duplex,110000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-8GPLE,15 May 2022
New Spacious 4 Bedroom Fully Detached Duplex With Bq,90000000,5,4,5,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-gate-orchid-chevron-lekki-lagos-2EZVG,11 Jul 2021
4 Bedroom Fully Detached House,130000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-2GLUQ,25 Apr 2022
"This Is One Sopisticated,tastefully Furnished And Newly Built Detached 4bedroom Duplex With Swimming Pool.",65000000,5,4,5,Ajah Lagos,Ajah,Lagos,Newly Built,09035137760,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-8EPMF,24 Apr 2021
Furnished 5 Bedroom Detached Duplex,175000000,6,5,6,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-2GLHX,21 Apr 2022
5 Bedroom Semi Detached House,250000000,6,5,6,,Island,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-oniru-victoria-island-lagos-6FGZD,03 Sep 2021
Massive Fully Furnished 4 Bedroom Duplex,100000000,5,4,5,Lekki,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-idado-lekki-lagos-5GJRU,08 Apr 2022
4 Bedroom Semi Detached Duplex,120000000,4,4,5,,Lekki,Lagos,Newly Built,07034744114,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-ikate-lekki-lagos-0GPLB,15 May 2022
Block Of Flats,18000000,0,0,0,,Ojodu,Lagos,Newly Built,08180249383,1,https://www.propertypro.ng/property/house-for-sale-akute-palm-estate-ojodu-lagos-6FZSN,02 Feb 2022
12 Units Of Smart Contemporary 5 Bedroom Building,100000000,6,5,6,,Ajah,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-palm-city-ajah-lagos-9FRJR,15 Nov 2021
5 Bedroom Detached Duplex With Bq,330000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7GKRY,16 Apr 2022
Newly Built 3 Bedroom Penthouse,175000000,3,3,4,,Island,Lagos,Newly Built,08124269637,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ligali-ayorinde-victoria-island-lagos-9GSQS,06 Jun 2022
6 Plots Of Land (1 Acre),15000000, , , ,Sagamu,Sagamu,Ogun,Newly Built,08023231314,6,https://www.propertypro.ng/property/land-for-sale-simawa-sagamu-ogun-5GCHK,21 Feb 2022
4 Bedroom Semi Detached Duplex,120000000,4,4,4,,Lekki,Lagos,Newly Built,090902999998,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adebisi-popoola-street-lekki-phase-1-lekki-lagos-6GLCU,20 Apr 2022
1280sqm Of Residential Land With An Old Building,37000000,0,0,0,,Ibadan,Oyo,Newly Built,08156968495,8,https://www.propertypro.ng/property/land-for-sale-pine-avenue-alalubosa-gra-alalubosa-ibadan-oyo-4GLQD,24 Apr 2022
22 Bedroom Massionette,460000000,0,0,0,,Lekki,Lagos,Newly Built,08030996281,8,https://www.propertypro.ng/property/house-for-sale-off-admiralty-road-lekki-phase-1-lekki-lagos-5GSZM,08 Jun 2022
Fresh 6 Bedroom House,750000000,6,6,7,,Ikoyi,Lagos,Newly Built,08124269637,8,https://www.propertypro.ng/property/6-bedroom-house-for-sale-banana-island-estate-banana-island-ikoyi-lagos-7GFHE,15 Mar 2022
Executive 5 Bedroom Fully Detached House On Two Floors.,375000000,6,5,6,Ikoyi Lagos,Ikoyi,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-5EPNC,24 Apr 2021
Luxury 5 Bedroom Contemporary Duplex,500000000,6,5,6,,Lekki,Lagos,Newly Built,09035137760,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-pinnock-beach-estate-osapa-london-lekki-lagos-4GATP,09 Feb 2022
