listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Room And Parlor To Share,180000,0,0,2,Lati Eleru Street Via Pako Aguda Bus Stop Ijesha,Surulere,Lagos,,08182122039,3,https://www.propertypro.ng/property/house-for-rent-lati-eleru-street-via-pako-aguda-bus-stop-ijesha-surulere-lagos-4GLTZ
Standard 2 Bedroom Apartment,700000,2,2,2,Lugbe Axis Abuja,Lugbe,Abuja,Furnished,08061987440,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lugbe-axis-abuja-lugbe-abuja-8GNFV
Executive 2 Bedroom Flat,450000,3,2,3,Unique Estate Baruwa,Ipaja,Lagos,FurnishedServiced,08135357500,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-unique-estate-baruwa-ipaja-lagos-9GTYY
4 Bedroom Terrace Duplex,3500000,0,4,0,Agungi,Lekki,Lagos,,08072804437,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-agungi-lekki-lagos-2GEJF
Renovated 1 Bedroom Flat,1400000,1,1, ,Wuse Zone 6 Wuse,1,Abuja,,08147562407,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-wuse-zone-6-wuse-1-abuja-6GTTJ
Well Serviced Self Contain,1500000,0,1,0,,Jahi,Abuja,FurnishedServiced,08147562407,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-jahi-abuja-9GSQH
Newly Built 1bedroom Flat,1500000,1,1,0,,Jahi,Abuja,ServicedNewly Built,08147562407,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-jahi-abuja-1GSCA
50 Square Meter Shop/office Space,3300000,0,0,2,W Wuse,2,Abuja,ServicedNewly Built,09080088779,3,https://www.propertypro.ng/property/commercial-property-for-rent-w-wuse-2-abuja-7FYPA
3bedroom Apartment,2000000,0,0,0,Jubilee Park Abraham Adesanya Estate,Ajah,Lagos,,09050857650,3,https://www.propertypro.ng/property/flat-apartment-for-rent-jubilee-park-abraham-adesanya-estate-ajah-lagos-0GMDW
2 Bedroom Flat,650000, ,2, ,"College Crescent, Challenge Challenge",Ibadan,Oyo,,07037117785,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-college-crescent-challenge-challenge-ibadan-oyo-0GRCF
New 2 Bedroom Flat,1000000,3,2,3,Ago Palace Way Estate Ago Palace,Okota,Lagos,Newly Built,07032493391,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-way-estate-ago-palace-okota-lagos-8GPGK
3 Bedroom Flat,1800000,3,3,4,Harmony Estate Gbagada Ifako Gbagada,Gbagada,Lagos,,07031567993,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-harmony-estate-gbagada-ifako-gbagada-gbagada-lagos-3GQVP
Mini Flat,450000,0,0,0,Abule Ijesha,Yaba,Lagos,,07062429955,10,https://www.propertypro.ng/property/flat-apartment-for-rent-abule-ijesha-yaba-lagos-4FADP
Luxury 3 Bedroom Flat,2000000,0,3,0,Brains And Hammers Life,Camp,Abuja,ServicedNewly Built,08147562407,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-brains-and-hammers-life-camp-abuja-6GRMT
Newly Built 2bedroom Flat,1500000,2,2,0,"Brains And Hammers, Life",Camp,Abuja,ServicedNewly Built,08147562407,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-brains-and-hammers-life-camp-abuja-0GKRD
1 Bedroom Flat,1200000,1,1,2,Agungi,Lekki,Lagos,,09019001143,10,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-agungi-lekki-lagos-1GTZG
Warehouse,10000000,0,0,0,Zuba Abuja. Sub Urban,District,Abuja,,07067964004,10,https://www.propertypro.ng/property/commercial-property-for-rent-zuba-abuja-sub-urban-district-abuja-1FYKB
Newly Built 2bedroom Flat,900000,2,2,3,General Paint Area Abraham Adesanya Estate,Ajah,Lagos,Newly Built,08131315389,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-general-paint-area-abraham-adesanya-estate-ajah-lagos-2GLBP
Fully Furnished Roomself Contain,1200000,0,0,0,Awolowo Way,Ikeja,Lagos,Furnished,07036613677,10,https://www.propertypro.ng/property/flat-apartment-for-rent-awolowo-way-ikeja-lagos-4FZJL
3 Bedroom Flat,1500000,4,3,4,Ogudu Ogudu Orike,Ogudu,Lagos,,09055023309,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ogudu-ogudu-orike-ogudu-lagos-8GSPK
55 Square Meter Office Space,4000000,0,0,1,Wuse,2,Abuja,Serviced,09080088779,10,https://www.propertypro.ng/property/commercial-property-for-rent-wuse-2-abuja-6FHJV
Lovely 2bedroom Flat On Ground Floor,900000,0,0,0,Adelabu,Surulere,Lagos,,07082736278,10,https://www.propertypro.ng/property/house-for-rent-adelabu-surulere-lagos-7FZLG
Spacious Mini Flat,750000,0,0,0,Theranex Estate,Sangotedo,Lagos,,09050857650,10,https://www.propertypro.ng/property/flat-apartment-for-rent-theranex-estate-sangotedo-lagos-6FYBT
An Exquisite Studio Apartment,1300000, , , ,Lekki Phase 1,Lekki,Lagos,,08143129775,10,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-2GCQY
A Clean Mini Flat,800000,2,1,2,Mende,Maryland,Lagos,,07036613677,10,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mende-maryland-lagos-4GRFD
2 Bedroom Apartment,2500000,0,2,0,,Gwarinpa,Abuja,,07067964004,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-gwarinpa-abuja-2GSBR
5 Bedroom Detached Duplex With Swimming Pool,12000000,5,5,5,"Pinnock Beach Estate, Osapa London",Lekki,Lagos,,08086267650,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-pinnock-beach-estate-osapa-london-lekki-lagos-9GKNG
Newly Built Room Self Contain,400000,1,1,1,Ebute Metta Adekunle,Yaba,Lagos,Newly Built,08062371593,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ebute-metta-adekunle-yaba-lagos-2GPSK
3 Bedroom Flat,2500000,3,3,3,Chevron,Lekki,Lagos,,09098077985,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-chevron-lekki-lagos-4GUPW
Executive 2 Bedroom Flat,2500000,2,2,3,Oral Estate,Lekki,Lagos,Serviced,08131315389,13,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-oral-estate-lekki-lagos-1GQMA
Newly Built Room Self Contain,400000,1,1,1,Ebute Metta Adekunle,Yaba,Lagos,Newly Built,08062371593,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ebute-metta-adekunle-yaba-lagos-0GNMJ
Mini Flat,600000, , , ,Shyllon Street,Ilupeju,Lagos,,07031567993,13,https://www.propertypro.ng/property/flat-apartment-for-rent-shyllon-street-ilupeju-lagos-2EXLN
Newly Built 2 Bedroom Flat,250000,0,2,0,Apata,Ibadan,Oyo,Newly Built,08163569554,13,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-apata-ibadan-oyo-8GRPC
Newly Built 3bedroom Flat,3000000,3,3,4,Lifecamp Life,Camp,Abuja,ServicedNewly Built,08147562407,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lifecamp-life-camp-abuja-2GLTA
Big Shop Space,2700000,0,0,0,Opebi Road,Ikeja,Lagos,,09055023309,13,https://www.propertypro.ng/property/commercial-property-for-rent-opebi-road-ikeja-lagos-3GSWA
Studio Apartment,1200000,1,1,1,Lekki Phase 1,Lekki,Lagos,,09087744002,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-5GTLE
Shop Space,5000000,0,0,0,Ikeja Gra,Ikeja,Lagos,,07036613677,13,https://www.propertypro.ng/property/commercial-property-for-rent-ikeja-gra-ikeja-lagos-6GFDE
3 Bedroom Serviced Apartment,5000000,3,3,4,Oniru Victoria,Island,Lagos,Serviced,07080033884,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-0GURC
Room Selfcon,350000, , , ,Akinyele Street Aguda,Surulere,Lagos,,08182122039,13,https://www.propertypro.ng/property/flat-apartment-for-rent-akinyele-street-aguda-surulere-lagos-6FHFD
3 Bedroom Semi Detached Duplex,3000000,0,0,0,,Asokoro,Abuja,Serviced,09080088779,13,https://www.propertypro.ng/property/house-for-rent-asokoro-abuja-2FGWV
Room Self Contain,450000,0,0,1,Thomas Animashaun Street Off Onikoyi Brown Road Aguda,Surulere,Lagos,,08182122039,13,https://www.propertypro.ng/property/flat-apartment-for-rent-thomas-animashaun-street-off-onikoyi-brown-road-aguda-surulere-lagos-3GMPB
Newly Built Self Contain,350000,0,0,0,Lugbe Axis Abuja,Lugbe,Abuja,Newly Built,08061987440,13,https://www.propertypro.ng/property/flat-apartment-for-rent-lugbe-axis-abuja-lugbe-abuja-5GMGF
4bedroom Duplex,800000,0,0,0,Airport Road(ikeja),Ikeja,Lagos,,09055023309,13,https://www.propertypro.ng/property/house-for-rent-airport-roadikeja-ikeja-lagos-3GKCZ
6 Units Of 3 Bedroom Apartment,4000000,4,3,4,,Guzape,Abuja,Newly Built,08067741227,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-guzape-abuja-3GKRG
2 Units Of 3 Bedroom Terrace Duplex,3500000,0,0,0,Omole Phase 2,Ojodu,Lagos,,07031650620,13,https://www.propertypro.ng/property/house-for-rent-omole-phase-2-ojodu-lagos-0GJJZ
4 Bedroom Terrace Duplex,6000000,0,0,0,Ikate,Lekki,Lagos,,07082736278,13,https://www.propertypro.ng/property/house-for-rent-ikate-lekki-lagos-2GSWC
1 Bedroom Apartment,1200000,0,1,0,Zone 6 Wuse,1,Abuja,,07067964004,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-zone-6-wuse-1-abuja-2GSTJ
Show Room,5000000,0,0,2,,Gwarinpa,Abuja,,08182911042,13,https://www.propertypro.ng/property/commercial-property-for-rent-gwarinpa-abuja-5ELAV
Newly Built 2 Bedroom Flat,400000,0,2,0,Emvida Hotel Area Akala Express,Ibadan,Oyo,,08163569554,13,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-emvida-hotel-area-akala-express-ibadan-oyo-4GUAD
Executive 3 Bedroom Flat,1500000,4,3,4,Gemade Estate Egbeda,Alimosho,Lagos,,08138310553,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gemade-estate-egbeda-alimosho-lagos-8GSXB
A Big Shop Space,1500000,1,0,1,"Slightly Off Allen Avenue, Ikeja, Lagos Allen Avenue",Ikeja,Lagos,,08133154602,13,https://www.propertypro.ng/property/commercial-property-for-rent-slightly-off-allen-avenue-ikeja-lagos-allen-avenue-ikeja-lagos-2GUEE
An Elegant Studio Apartment,850000, , , ,Bera Estate Chevron Chevron,Lekki,Lagos,,08143129775,13,https://www.propertypro.ng/property/flat-apartment-for-rent-bera-estate-chevron-chevron-lekki-lagos-7GBAF
Open Space,2000000,0,0,0,Obafemi Awolowo Way,Ikeja,Lagos,,07036613677,13,https://www.propertypro.ng/property/commercial-property-for-rent-obafemi-awolowo-way-ikeja-lagos-8GEYW
Self Contain Apartment,1000000,0,0,0,Wuse Zone 6 Abuja. Wuse,1,Abuja,,07067964004,13,https://www.propertypro.ng/property/flat-apartment-for-rent-wuse-zone-6-abuja-wuse-1-abuja-6GTNL
1 Bedroom Apartment,700000,0,1,0,Kaura (games,Village),Abuja,,07067964004,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-kaura-games-village-abuja-2GUHW
8units Of 2bedroom Flat,2500000,0,2,0,Off Adeniyi Jones,Ikeja,Lagos,,07031650620,13,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-adeniyi-jones-ikeja-lagos-4GQPY
2 Bedroom Flat,500000,3,2,3,Magboro Obafemi,Owode,Ogun,Furnished,09068622049,13,https://www.propertypro.ng/property/2-bedroom-house-for-rent-magboro-obafemi-owode-ogun-8GTCJ
Shop,700000,0,0,0,Rumuokwuta Port,Harcourt,Rivers,,07062360342,13,https://www.propertypro.ng/property/commercial-property-for-rent-rumuokwuta-port-harcourt-rivers-6GCPM
3 Bedrooms Flat,1000000,3,3,4,,Ogba,Lagos,,07036613677,13,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ogba-lagos-9GRYQ
Newly Built 4 Bedroom Semi Detached Duplex With Bq,8000000,5,4,5,"Opp Lagos State Secretariat, Alausa",Ikeja,Lagos,Newly Built,08133154602,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opp-lagos-state-secretariat-alausa-ikeja-lagos-0GSYA
Mini Flat,3300000,1,1,1,Phase 1 Osborne Foreshore Estate,Ikoyi,Lagos,Serviced,08131315389,13,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-phase-1-osborne-foreshore-estate-ikoyi-lagos-8GPMF
2 Bedroom Flat,2000000,2,2,3,By Global Impact Church Oworo Oworonshoki,Gbagada,Lagos,Newly Built,07031567993,13,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-by-global-impact-church-oworo-oworonshoki-gbagada-lagos-0GTMD
Well Finished Selfcon,650000, , , ,Gwarinpa,Gwarinpa,Abuja,Serviced,08147562407,13,https://www.propertypro.ng/property/flat-apartment-for-rent-gwarinpa-gwarinpa-abuja-6FVKG
Church Space Ground Floor And Open Plan Space Of 150sqm,3000000,0,0,0,Agidingbi,Ikeja,Lagos,,07036613677,7,https://www.propertypro.ng/property/commercial-property-for-rent-agidingbi-ikeja-lagos-9GABX
A Clean 2 Bedroom Apartment,1000000,0,2,0,Alalubosa Gra Alalubosa,Ibadan,Oyo,,07037117785,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alalubosa-gra-alalubosa-ibadan-oyo-9GPSP
Standard Mini Flat,1300000,1,1,1,Ikate,Lekki,Lagos,,08131315389,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-5GNGA
1 Bedroom Apartment,1200000,0,1,0,"Area1 Garki, Abuja. Garki",1,Abuja,,07067964004,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-area1-garki-abuja-garki-1-abuja-7GTNA
Well Finished And Recently Vacated 1bedroom Flat,1200000, , , ,Wuse Zone 6 Wuse,1,Abuja,Serviced,08147562407,7,https://www.propertypro.ng/property/flat-apartment-for-rent-wuse-zone-6-wuse-1-abuja-3FXXA
1 Bedroom Apartment,800000,2,1,2,Lugbe Axis Abuja,Lugbe,Abuja,,08061987440,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lugbe-axis-abuja-lugbe-abuja-1GRMG
Newly Built Room Self Contain,450000,1,1,1,Fola Agoro Fola Agoro,Yaba,Lagos,Newly Built,08062371593,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-fola-agoro-fola-agoro-yaba-lagos-0GUNX
Executive 2 Bedroom Flat,2500000,3,2,3,Magodo Gra Phase 2 Kosofe,Kosofe/Ikosi,Lagos,Furnished,09068622049,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-5GUVZ
4 Bedroom Flat,1000000,0,4,0,Bovas Filing Station Oluyole Estate,Ibadan,Oyo,,08163569554,7,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-bovas-filing-station-oluyole-estate-ibadan-oyo-3GURV
3bedroom Apartment With A Room Bq,6500000,3,3,4,Lekki Phase 1,Lekki,Lagos,Newly Built,08131315389,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GMHN
3 Bedroom Flat,1700000,3,3,3,Berger,Ojodu,Lagos,,07036613677,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-berger-ojodu-lagos-6GUUP
2 Bedroom Apartment,3000000,3,3,4,Allen Avenue,Ikeja,Lagos,FurnishedServiced,08131315389,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-allen-avenue-ikeja-lagos-4GNFF
Newly Built 3 Bedroom Flat,800000,0,3,0,Before First Richbam Akala Express,Ibadan,Oyo,,08163569554,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-before-first-richbam-akala-express-ibadan-oyo-7GURS
Newly Built 2 Bedroom Flat,1000000,2,2,3,Unilag Estate Magodo Phase1 Magodo Kosofe,Kosofe/Ikosi,Lagos,Newly Built,08143129775,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-unilag-estate-magodo-phase1-magodo-kosofe-ikosi-lagos-2GUSK
4 Bedroom Massionette,6000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Serviced,08143129775,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-3GURT
Serviced 3 Bedroom Flat,3500000,0,3,0,Kaura (games,Village),Abuja,Serviced,07067964004,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-kaura-games-village-abuja-9GTJA
Newly Built Mini Flat,240000,1,1,1,Parakoyi Ayobo Lagos Ayobo,Ipaja,Lagos,Newly Built,08180050503,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-parakoyi-ayobo-lagos-ayobo-ipaja-lagos-0GUUY
Newly Built 2 Bedroom Flat,2500000,2,2,3,Main Gwarinpa,Gwarinpa,Abuja,Newly Built,08137377290,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-main-gwarinpa-gwarinpa-abuja-3GQKC
Mini Flat,200000,1,1,1,Itele Ogun State Close To Ayobo Lagos Ayobo,Ipaja,Lagos,Newly Built,08180050503,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-itele-ogun-state-close-to-ayobo-lagos-ayobo-ipaja-lagos-4GUUZ
Decent 2 Bedroom Flat,350000,2,2,2,Igesu Ayobo Lagos Ayobo,Ipaja,Lagos,,08180050503,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-igesu-ayobo-lagos-ayobo-ipaja-lagos-2GUUS
2 Bedroom Flat,900000,0,2,0,Bode Thomas,Surulere,Lagos,,08166916941,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-bode-thomas-surulere-lagos-2GUUP
Mini Flat,800000,1,1,1,Omole Phase 1,Ojodu,Lagos,,07036613677,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-omole-phase-1-ojodu-lagos-2GURL
Brand New Mini Flat,700000,1,1,2,Seaside Estate Badore,Ajah,Lagos,Newly Built,07052101048,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-seaside-estate-badore-ajah-lagos-9GUTW
Spacious 2 Bedroom Flat,1000000,2,2,3,New Garage,Gbagada,Lagos,,08148495671,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-new-garage-gbagada-lagos-9GUTQ
A Room & Parlor Self Contained,400000,0,1,0,Celica New Ife Road Iwo Rd,Ibadan,Oyo,Newly Built,07037117785,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-celica-new-ife-road-iwo-rd-ibadan-oyo-4GURF
Mini Flat,800000,1,1,2,Ado,Ajah,Lagos,Newly Built,08131315389,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ado-ajah-lagos-6GUUA
Spacious 3 Bedroom Bungalow,4000000,4,3,4,Wuse Zone 6 Wuse,1,Abuja,,08056267437,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-wuse-zone-6-wuse-1-abuja-6GURF
Mini Flat,850000,2,1,2,Jibowu,Yaba,Lagos,,08148495671,7,https://www.propertypro.ng/property/1-bedroom-house-for-rent-jibowu-yaba-lagos-9GUVY
Executive Mini Flat,300000,1,1,1,Abaranje Okerube Ikotun Lagos Abaranje Ikotun,Ikotun/Igando,Lagos,,08180050503,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-abaranje-okerube-ikotun-lagos-abaranje-ikotun-igando-lagos-4GUUS
4 Bedroom Terrace House,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,,09058645473,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-2GUKK
3 Bedroom Flat,400000,0,3,0,Glory Land Estate Before Olorunda Akobo,Ibadan,Oyo,,07037117785,7,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-glory-land-estate-before-olorunda-akobo-ibadan-oyo-7GURG
5 Bedroom Duplex,15000000,5,5,6,Wuse Zone 2 Wuse,1,Abuja,,08147562407,7,https://www.propertypro.ng/property/5-bedroom-house-for-rent-wuse-zone-2-wuse-1-abuja-1GUTU
Mini Flat,450000,1,1,1,Ekoro Road Abule Egba Lagos Abule Egba Abule,Egba,Lagos,Newly Built,08180050503,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ekoro-road-abule-egba-lagos-abule-egba-abule-egba-lagos-9GUUY
1 Bedroom Apartment,1000000,1,1,2,Lagos State Home Estate Ilaje,Ajah,Lagos,Serviced,08131315389,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lagos-state-home-estate-ilaje-ajah-lagos-7GUVE
3 Bedroom Bungalow,2500000,0,3,0,,Wuye,Abuja,,07067964004,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-wuye-abuja-2GTMG
2 Bedroom Apartment,3500000,2,2,2,Lekki Phase 1,Lekki,Lagos,,09071394259,7,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GUUE
4 Bedroom Duplex,7000000,4,4,5,Lekki Phase 1,Lekki,Lagos,,09091180580,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GULD
Event Centre,1500000000,0,0,0,Along Apple Junction Road Apple Junction Amuwo,Odofin,Lagos,,08022569035,3,https://www.propertypro.ng/property/land-for-rent-along-apple-junction-road-apple-junction-amuwo-odofin-lagos-4GUSR
2 Bedroom Flat,25000000,0,2,0,Akala Express,Ibadan,Oyo,,07037117785,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-akala-express-ibadan-oyo-2GURJ
3 Bedroom Serviced Apartment,2200000,3,3,4,"Alpha Beach Road, Lekki Igbo Efon",Lekki,Lagos,Serviced,08143129775,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-alpha-beach-road-lekki-igbo-efon-lekki-lagos-9GURQ
Newly Built 2 Bedroom Flat,350000,2,2,2,Mopol Close To Ayobo Lagos Ayobo,Ipaja,Lagos,Newly Built,08180050503,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-mopol-close-to-ayobo-lagos-ayobo-ipaja-lagos-8GUUG
3 Bedroom Apartment,6000000,3,3,4,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09071394259,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-3GUUE
Decent 2 Bedroom Flat,500000,2,2,2,Abiola Estate Ayobo Lagos Ayobo,Ipaja,Lagos,,08180050503,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-abiola-estate-ayobo-lagos-ayobo-ipaja-lagos-4GUUR
2 Bedrooms Flat,280000,3,2,4,"Oki, Iwo Rd",Ibadan,Oyo,,09026318426,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oki-iwo-rd-ibadan-oyo-7GPGZ
Brand New Self Contained,500000,1,1,1,Soluyi,Gbagada,Lagos,Newly Built,08148495671,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-soluyi-gbagada-lagos-2GUTQ
Newly Built Mini Flat,500000,1,1,1,Gemade,Ipaja,Lagos,Newly Built,08131315389,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-gemade-ipaja-lagos-6GPJR
Office Space,1800000, , , ,Off Montgomery Sabo,Yaba,Lagos,,08062371593,3,https://www.propertypro.ng/property/commercial-property-for-rent-off-montgomery-sabo-yaba-lagos-1GURJ
Luxury 2 Bedroom Duplex,2200000,2,2,3,Sangotedo,Ajah,Lagos,Newly Built,08137224561,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-sangotedo-ajah-lagos-3GUMQ
3 Bedroom Flat,2500000,3,3,4,Unilag Estate Magodo Phase1 Magodo Kosofe,Kosofe/Ikosi,Lagos,,08143129775,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-unilag-estate-magodo-phase1-magodo-kosofe-ikosi-lagos-7GUUX
Mini Apartment,1200000,1,1,2,Olokonla,Ajah,Lagos,ServicedNewly Built,08062345097,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-olokonla-ajah-lagos-9GSEH
Newly Built 4 Bedroom Semi Detached Duplex,8000000,4,4,5,Off Emma Abimbola Cole Lekki Phase 1,Lekki,Lagos,,08143129775,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-emma-abimbola-cole-lekki-phase-1-lekki-lagos-0GUSE
Sweet Newly Built Studio Room,650000,1,1,1,Sangotedo,Ajah,Lagos,ServicedNewly Built,08137224561,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-sangotedo-ajah-lagos-7GQDG
Mini Flat,700000,0,1,0,Ebute Metta,Yaba,Lagos,,08166916941,3,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ebute-metta-yaba-lagos-5GUUT
Newly Built 6 Units Of 3 Bedroom Flats,15000000,0,3,0,Banana Island,Ikoyi,Lagos,Newly Built,07049487086,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-0GUKB
2 Bedroom Flat,300000,0,2,0,Ajinde Via Ire Akari Estate Akala Express,Ibadan,Oyo,,08039485712,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ajinde-via-ire-akari-estate-akala-express-ibadan-oyo-1GUMW
A Decent 2 Bedroom Flat,600000,0,0,0,Ayobo,Ipaja,Lagos,,09061623299,4,https://www.propertypro.ng/property/flat-apartment-for-rent-ayobo-ipaja-lagos-3FPME
A Lovely And Spacious Shop,700000,0,0,0,Adekunle,Yaba,Lagos,,09061623299,4,https://www.propertypro.ng/property/co-working-space-for-rent-adekunle-yaba-lagos-5FYFQ
Office Space,13930000,0,0,1,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,07051883525,4,https://www.propertypro.ng/property/commercial-property-for-rent-lekki-phase-1-lekki-lagos-5FSJP
A Very Spacious Warehouse,6500000,0,0,0,Grammar School Aina Street,Ojodu,Lagos,,09061623299,4,https://www.propertypro.ng/property/commercial-property-for-rent-grammar-school-aina-street-ojodu-lagos-8FQED
Newly Built 4 Bedroom Terraced Duplex,3500000,4,4,5,Iponri,Surulere,Lagos,,09061623299,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-iponri-surulere-lagos-3GERX
4 Bedroom Semi Detached Duplex,4500000,4,4,5,Chevron,Lekki,Lagos,,08139265236,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-0GRWS
3 Bedroom Apartment,2500000,0,3,0,"Chevy View Estate,",Lekki,Lagos,,09061623299,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-chevy-view-estate-lekki-lagos-9GLND
Tastefully Structured 5 Bedroom Fully Detached Duplex,6000000,0,0,0,Anthony Village,Maryland,Lagos,,09061623299,4,https://www.propertypro.ng/property/house-for-rent-anthony-village-maryland-lagos-1GAHT
