listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Brand New Two Bedrooms Flat Near Chrisland School Located At Idimu Area,800000, , , ,Near Chrisland College Idimu Egbe,Egbe/Idimu,Lagos,Newly Built,07066823562,8,https://www.propertypro.ng/property/flat-apartment-for-rent-near-chrisland-college-idimu-egbe-idimu-lagos-9GVFQ
Luxury 3 Bedroom Flat,18000000,3,3,4,Victoria,Island,Lagos,FurnishedServiced,08101105377,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-victoria-island-lagos-9GLMT
Luxury 3 Bedroom Flat,30000000,3,3,4,Victoria Island Victoria,Island,Lagos,FurnishedServiced,08101105377,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-victoria-island-victoria-island-lagos-3GLYM
Excellent 4 Bedroom Flat,18000000,4,4,5,Banana Island Banana Island,Ikoyi,Lagos,Serviced,08101105377,8,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-banana-island-ikoyi-lagos-0GLYV
Exquisite 3 Bedroom Flat,15000000,3,3,4,Victoria Island Victoria,Island,Lagos,FurnishedServiced,08101105377,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-victoria-island-victoria-island-lagos-7GMRM
Excellent 4 Bedroom Flat,17000000,4,4,5,Ikoyi Parkview Estate,Ikoyi,Lagos,FurnishedServiced,08101105377,8,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-ikoyi-parkview-estate-ikoyi-lagos-3GMRP
Conducive Professional Training/meeting/conference Room,30000, , ,1,"3 Rt Lawal Street, Ikate Elegushi, Lagos Ikate",Lekki,Lagos,FurnishedServiced,09015885739,8,https://www.propertypro.ng/property/co-working-space-for-rent-3-rt-lawal-street-ikate-elegushi-lagos-ikate-lekki-lagos-4GVFF
Self Contain Apartment For Rent In Area1 Garki.,350000, , , ,"Area 1 Garki,abuja. Garki",1,Abuja,,07067964004,8,https://www.propertypro.ng/property/flat-apartment-for-rent-area-1-garkiabuja-garki-1-abuja-5GVFP
Spacious 4bedroom Duplex With Fitted Kitchen At Lekki Phase 1,12000000,4,4,5,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,,08133194443,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-2GVFP
I Have Shared Appointment For At Osapa Landon,800000,5,5, ,Eletu Estate Osapa London,Lekki,Lagos,Newly Built,08064303729,17,https://www.propertypro.ng/property/5-bedroom-house-for-rent-eletu-estate-osapa-london-lekki-lagos-3GVFN
Lovely Mini Flat;,3500000,2,2,3,Oniru Victoria,Island,Lagos,Serviced,08082163583,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-0GVFN
Well Maintained & Spacious 3bedroom Flat...,1800000,4,3,4,Ifako Gbagada,Gbagada,Lagos,,08167742895,17,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ifako-gbagada-gbagada-lagos-8GVFM
Well Finished Mini Flat,600000,1,1,2,Ogombo,Ajah,Lagos,,08177400441,17,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ogombo-ajah-lagos-4GRXY
Miniflat (upstairs),500000,1,1,1,Ogombo,Ajah,Lagos,,08177400441,17,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ogombo-ajah-lagos-1GRYZ
2 Bedroom Apartment,700000,2,2,3,Ogombo,Ajah,Lagos,,08177400441,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ogombo-ajah-lagos-3GRZT
Decent & Lovely 2bedroom Flat ..,900000,3,2,3,Alapere Ketu..,Ketu,Lagos,,08167742895,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alapere-ketu-ketu-lagos-2GVFM
Serviced 3 Bedroom Apartment,4000000,2,3,3,Ikate,Lekki,Lagos,Serviced,08177400441,17,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-0GUTJ
Mini Flat,1600000,2,1,2,Alan Balaogu Agungi,Lekki,Lagos,,08064303729,17,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-alan-balaogu-agungi-lekki-lagos-7GVFL
Convenience Brand New 2 Bedroom Flat,800000,3,2,3,Woji Port,Harcourt,Rivers,,08165277357,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-woji-port-harcourt-rivers-9GVFK
Relatively New & Decent 3bedroom Flat..,2500000,4,3,4,Millenuim Ups,Gbagada,Lagos,,08167742895,17,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-millenuim-ups-gbagada-lagos-1GVFK
Newly Built Standard Spacious 2bedroom With All Rooms Ensute Personal Prepaid Mater Gated Compound,1300000,3,2, ,Off Pedro Gbagada Road Very Accessable Through Chiliboy Busstop Phase 2,Gbagada,Lagos,,09056301839,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-pedro-gbagada-road-very-accessable-through-chiliboy-busstop-phase-2-gbagada-lagos-3GVFJ
Luxurious & Newly Built 2 Bedroom Ensuite Flat In An Estate ( Only 3 Tenants Sharing Compound),2500000,2,2,3,"Gbagada, Lagos.",Gbagada,Lagos,Newly Built,08038592381,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-gbagada-lagos-gbagada-lagos-2GVFJ
Relatively New 3bedroom Flat,2500000,3,3,4,Estate Millenuim Ups,Gbagada,Lagos,Newly Built,09071767938,17,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-estate-millenuim-ups-gbagada-lagos-9GVFH
Lovely 2 Bedroom Apartment;,4500000,2,2,3,Oniru Victoria,Island,Lagos,Serviced,08082163583,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-7GVFH
Newly Built Standard 2bedroom With Personal Prepaid Mater Gated Compound With All Rooms Ensute,1300000,3,2,3,Off Pedro Gbagada Very Accessable Through Chiliboy Busstop Phase 2,Gbagada,Lagos,Newly Built,09056301839,17,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-pedro-gbagada-very-accessable-through-chiliboy-busstop-phase-2-gbagada-lagos-9GVFG
Spacious Brand New 2 Bedroom Flat,1200000,2,2,3,Sangotedo,Ajah,Lagos,Newly Built,07085843639,17,https://www.propertypro.ng/property/2-bedroom-house-for-rent-sangotedo-ajah-lagos-3GVFH
Newly Built Standard Minflat With Tasteful Finish Personal Prepaid Mater,800000,2,1,2,Off Chaliboy Busstop Pedro Gbagada Lagos State Phase 2,Gbagada,Lagos,Newly Built,09056301839,17,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-chaliboy-busstop-pedro-gbagada-lagos-state-phase-2-gbagada-lagos-4GVFG
Service 2bedroom With Fitted Kitchen At Lekki Phase 1,3500000,2,2,3,Off Admiralty Way Lekki Phase 1,Lekki,Lagos,,08133194443,16,https://www.propertypro.ng/property/2-bedroom-house-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-8GVFF
4 Bedroom Terraced Duplex At Old Ikoyi,12000000, ,4, ,Old Ikoyi,Ikoyi,Lagos,Serviced,08186711779,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-1GVFF
Shared Apartment,500000,1,1,1,Thera Peace Zone Estate Sangotedo Sangotedo,Ajah,Lagos,,09013619321,16,https://www.propertypro.ng/property/1-bedroom-house-for-rent-thera-peace-zone-estate-sangotedo-sangotedo-ajah-lagos-2GULB
A Standard Mini Flat,550000, , , ,Badore Road Badore,Ajah,Lagos,,07031120682,16,https://www.propertypro.ng/property/flat-apartment-for-rent-badore-road-badore-ajah-lagos-0GVFF
Nicely Built 4 Bedroom Terrace Duplex With Bq;,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Serviced,08082163583,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-4GVFE
Luxury 3bedroom Flat Available At Oniru,6500000, ,3, ,Oniru Victoria,Island,Lagos,Serviced,08186711779,16,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-2GVFE
Well Built 5 Bedroom Fully Detached Duplex;,130000003,5,5,6,Ikate,Lekki,Lagos,,08082163583,16,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-4GVFD
Nicely Built 3 Bedroom Flat;,4000000,3,3,4,Ikate,Lekki,Lagos,Serviced,08082163583,16,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-2GVFC
Newly Renovated 2 Bedroom Bungalow,1300000,2,2,2,Trademore Estate,Lugbe,Abuja,,08039220606,16,https://www.propertypro.ng/property/2-bedroom-house-for-rent-trademore-estate-lugbe-abuja-9GUWH
Standard 2 Bedroom Flat,700000,3,2,3,Eneka Road Port,Harcourt,Rivers,,07062360342,16,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-eneka-road-port-harcourt-rivers-8GVFA
Spacious Contemporary 5 Bedroom Detached Duplex;,10000000,5,5,6,Lekki Right.,Lekki,Lagos,,08082163583,16,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-right-lekki-lagos-0GVFA
Studio Apartment,1300000,1,1,1,Salem Ikate,Lekki,Lagos,FurnishedServiced,09041150803,16,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-salem-ikate-lekki-lagos-6GKBB
Mini Flat,1400000,1,1,2,Ikota Vila Estate Ikota,Lekki,Lagos,ServicedNewly Built,09041150803,16,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ikota-vila-estate-ikota-lekki-lagos-1GMDV
A Room Self,500000,1,1,1,Oral Estate,Lekki,Lagos,FurnishedNewly Built,08153985682,16,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-oral-estate-lekki-lagos-2GVEZ
For Rent,4000000,3,3,4,Pinnock Beach Osapa London,Lekki,Lagos,,07065203121,16,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-pinnock-beach-osapa-london-lekki-lagos-7GVEY
Unbeatable Location Brand New 2 Bedroom Duplex And 1 Bedroom Flat,1200000,3,2,3,Woji Port,Harcourt,Rivers,,08165277357,16,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-woji-port-harcourt-rivers-3GVEY
6 Bedrooms Detached House With 2 Rooms Charlet In Old Ikoyi Lagos,35000000,5,6,5,Off Kindsway Road Ikoyi Old Ikoyi,Ikoyi,Lagos,,090902999998,16,https://www.propertypro.ng/property/6-bedroom-house-for-rent-off-kindsway-road-ikoyi-old-ikoyi-ikoyi-lagos-9GVEX
Spacious 2bedroom Apartment,600000,2,2,3,"Shapati, Opposite Beechwood Estate Ibeju",Ibeju-Lekki,Lagos,FurnishedServiced,08024312255,16,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-shapati-opposite-beechwood-estate-ibeju-lekki-lagos-3GVEX
Cbt Center,0, , , ,"Premier Hub , 1b Birrel Avenue, Off Hebert Macaulay Way Onike",Yaba,Lagos,FurnishedServicedNewly Built,09166198488,9,https://www.propertypro.ng/property/co-working-space-for-rent-premier-hub-1b-birrel-avenue-off-hebert-macaulay-way-onike-yaba-lagos-2GVEW
Cbt Center,0, , , ,Prem Onike,Yaba,Lagos,FurnishedServicedNewly Built,09166198488,9,https://www.propertypro.ng/property/co-working-space-for-rent-prem-onike-yaba-lagos-0GVEW
Newly Built 4 Bedroom Semi Detached Duplex,4300000,5,4,5,Ikota,Lekki,Lagos,ServicedNewly Built,07067214763,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-2GNJM
Newly Renovated En Suite Mini Flat,1000000,1,1,2,Behind Vio Magbon Street Ilaje,Ajah,Lagos,ServicedNewly Built,08100207059,9,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-behind-vio-magbon-street-ilaje-ajah-lagos-5GVEV
Equip 2bedroom Flat Upstairs In An Estate,1100000,2,2,3,Ago Palace,Okota,Lagos,Serviced,08023729528,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-2GVEV
4 Bedroom Semi Detached Duplex For Lease,2500000,4,4,5,Estate Ago Palace,Okota,Lagos,,09028929744,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-estate-ago-palace-okota-lagos-0GVEV
"[6/21, 10:25 Am] Lawyer My House: Miniflat Ensuit+visitor's Toilet [6/21, 10:25 Am] Lawyer My House: 600k Rent 120k Agreement 120k Commission 50k Damages 100k Service Charge For Security, Water Pump & Cleaning.",600000,1,1,2,Obawole Ifako Ogba,Ogba,Lagos,,08138248835,9,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-obawole-ifako-ogba-ogba-lagos-6GVEU
?? *to Let* ?? Spacious Studio Apartment Inside A Well Secured Estate. Location ??: Lekki Phase1 Rent : 1m Service Charges : 200k Caution Deposit : 100k Legal : 10% Agency : 10% Total Package : *1.5m*,1000000,1,1,1,Lekki Phase 1,Lekki,Lagos,,07012436130,9,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-1GVEU
Luxury Newly Built 4 Bedroom Detached Duplex,3500000,4,4,5,Sangotedo,Ajah,Lagos,Newly Built,08137224561,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-sangotedo-ajah-lagos-4GVET
Co Working Space,45000, , , ,"Premier Hub, 1b Birrel Avenue, Off Herbert Macauly Way Onike",Yaba,Lagos,FurnishedServicedNewly Built,09166198488,9,https://www.propertypro.ng/property/co-working-space-for-rent-premier-hub-1b-birrel-avenue-off-herbert-macauly-way-onike-yaba-lagos-7GVES
Clean 4 Bedroom Terrace Duplex,4000000,4,4,5,Chevron,Lekki,Lagos,,08137224561,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-6GVES
Newly Built 3 Bedroom For Rent In An Estate After Nizamiye Hospital Price Is 2.250m No Service Charge Caution Fee 200k Agency And Legal 15%,2250000,3,3,4,Close To Turkey Hospital,Idu,Abuja,ServicedNewly Built,08053979149,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-close-to-turkey-hospital-idu-abuja-5GVES
Decent 3bedrooms Flat At Boola Elebu Off Akala Express Ibadan,300000,2,3,2,Boola Elebu Akala Express Ibadan Akala Express,Ibadan,Oyo,,09056267480,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-boola-elebu-akala-express-ibadan-akala-express-ibadan-oyo-2GVES
Detached 4 Bedroom Duplex,15000000,0,4,0,Wuse Zone 2 Abuja. Wuse,1,Abuja,,07067964004,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-wuse-zone-2-abuja-wuse-1-abuja-0GUJY
Serviced 3 Bedroom Apartment,2500000,0,3,0,Durumi Abuja.,Durumi,Abuja,Serviced,07067964004,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-durumi-abuja-durumi-abuja-9GUPT
Event Room,350000, , , ,"Premier Hub , 1b Birrel Avenue, Off Hebert Macaulay Way Onike",Yaba,Lagos,FurnishedServicedNewly Built,09166198488,9,https://www.propertypro.ng/property/co-working-space-for-rent-premier-hub-1b-birrel-avenue-off-hebert-macaulay-way-onike-yaba-lagos-8GVER
Training Room,150000, , , ,"Premier Hub, 1b , Birrel Avenue,off Herbert Macaulay Way Onike",Yaba,Lagos,FurnishedServicedNewly Built,09166198488,9,https://www.propertypro.ng/property/co-working-space-for-rent-premier-hub-1b-birrel-avenueoff-herbert-macaulay-way-onike-yaba-lagos-0GVER
Brand New 2 Bedroom Bungalow,1100000,2,2,2,Ogombo,Ajah,Lagos,,08177400441,9,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ogombo-ajah-lagos-8GVEQ
Self Contain,150000,0,0,0,Oke Afa,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/flat-apartment-for-rent-oke-afa-isolo-lagos-3GNCM
A Tastefully Finished Brand New 2bedroom Flat,1850000,2,2,3,Citec Mbora Estate ( Pls Note: Part Of The Road Is Not Tarred) Life,Camp,Abuja,ServicedNewly Built,08106600637,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-citec-mbora-estate-pls-note-part-of-the-road-is-not-tarred-life-camp-abuja-0GJJK
Luxury Self Contain,120000,0,1,0,One Afa Isolo. Lagos Mainland Oke Afa,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-one-afa-isolo-lagos-mainland-oke-afa-isolo-lagos-2GQHA
Tastefully Finished 3 Bedroom Apartment,1200000,3,3,4,Ogombo,Ajah,Lagos,,08177400441,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ogombo-ajah-lagos-9GVEK
4 Bedroom Duplex,2500000,4,4,5,Ajao Estate Isolo. Lagos Mainland,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ajao-estate-isolo-lagos-mainland-isolo-lagos-4GUEP
Mini Flat,600000,0,0,0,Ajao Estate Isolo Ajao Estate,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/flat-apartment-for-rent-ajao-estate-isolo-ajao-estate-isolo-lagos-5GUPX
Executive 2 Bedroom Flat,900000,2,2,2,Ajao Estate Isolo. Lagos Mainland Ajao Estate,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-6GVAD
Executive 4 Bedroom Flat,1400000,4,4,5,Ajao Estate Isolo. Lagos Mainland Ajao Estate,Isolo,Lagos,,08186969203,4,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-7GVAE
Luxury 2 Bedroom Apartment On The 11th,16000000,2,2,3,,Ikoyi,Lagos,Serviced,07061423237,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ikoyi-lagos-8GVEJ
Tastefully Newly Build Smart World Class Exquisitely Beautifully Newly Build 1bedroom Terrace Duplex With 2toilets Ample Car Pack,2000000,1,1,2,National Assembly Quarters,Apo,Abuja,ServicedNewly Built,08053979149,4,https://www.propertypro.ng/property/1-bedroom-house-for-rent-national-assembly-quarters-apo-abuja-9GVEH
5 Bedroom Semi Detached Duplex With Bq,12000000,0,5,0,Cowrie Creek Estate Ikate,Lekki,Lagos,Newly Built,08036411790,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-cowrie-creek-estate-ikate-lekki-lagos-1GMLM
Luxury 4 Bedroom Flat,8500000,0,4,0,Off Alfred Rywan,Ikoyi,Lagos,,08036411790,4,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-off-alfred-rywan-ikoyi-lagos-3GMMC
Newly Built 4 Bedroom Terrace Duplex,7500000,0,4,0,Located In A Safe And Secure Environment At Phase 2 Osborne Foreshore Estate,Ikoyi,Lagos,Newly Built,08036411790,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-located-in-a-safe-and-secure-environment-at-phase-2-osborne-foreshore-estate-ikoyi-lagos-5GMMD
4 Bedroom Semi Detached Duplex,6000000,0,4,0,Located In A Prime Location Off Chisco Bus Stop Ikate,Lekki,Lagos,,08036411790,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-located-in-a-prime-location-off-chisco-bus-stop-ikate-lekki-lagos-8GMMD
Newly Built 4 Bedroom Terrace Duplex,6000000,0,4,0,Ikate,Lekki,Lagos,Serviced,08036411790,4,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-5GMUM
A Mini Flat,1400000,1,1,1,"Newroad, Opposite Chevron",Lekki,Lagos,,08122254648,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-newroad-opposite-chevron-lekki-lagos-5GVEF
Newly Built Executive 2 Bedrooms Flat Apartments All Room En Suite With Modern Interior Fittings.,1200000,2,2,3,P And T Estate Boys Town,Ipaja,Lagos,Newly Built,08024025048,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-p-and-t-estate-boys-town-ipaja-lagos-4GVEF
Luxury 3 Bedroom Apartment,16000000,3,3,4,,Ikoyi,Lagos,Serviced,07061423237,4,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-7GVEE
3 Bedroom Apartment,5000000,0,3,0,Lekki Phase 1,Lekki,Lagos,Newly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-9GPKY
3 Bedroom Terrace Duplex,4000000,0,3,0,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GPLD
5 Bedroom Fully Detached Duplex,15000000, ,5, ,Lekki Phase 1,Lekki,Lagos,Furnished,08036411790,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-2GPLF
4 Bedroom Semi Detached Duplex,7500000,0,4,0,Lekki Phase 1,Lekki,Lagos,,08036411790,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-2GPLG
3 Bedroom Terrace Duplex,3500000,0,3,0,Off Orchid Road,Lekki,Lagos,ServicedNewly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-orchid-road-lekki-lagos-6GPLP
3 Bedroom Terrace Duplex,12000000,0,3,0,Located In A Prime Location Abacha Estate,Ikoyi,Lagos,Newly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-located-in-a-prime-location-abacha-estate-ikoyi-lagos-0GPLR
Office Space,5000000,0,3,0,Located In A Prime Location Off Ologun Agbaje Victoria,Island,Lagos,ServicedNewly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-located-in-a-prime-location-off-ologun-agbaje-victoria-island-lagos-2GPQS
3 Bedroom Terrace,4000000,0,3,0,Off Adebayo Doherty Street Lekki Phase 1,Lekki,Lagos,Serviced,08036411790,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-adebayo-doherty-street-lekki-phase-1-lekki-lagos-0GPRG
5 Bedroom Semi Detached Duplex,3500000,0,5,0,Located In A Prime Location At Mayfair Garden Estate Awoyaya,Ajah,Lagos,Newly Built,08036411790,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-located-in-a-prime-location-at-mayfair-garden-estate-awoyaya-ajah-lagos-1GQBE
4 Bedroom Semi Detached Duplex,8000000,0,4,0,Ikate,Lekki,Lagos,,08036411790,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-0GQJC
4 Bedroom Detached Duplex,20000000,0,4,0,Old Ikoyi,Ikoyi,Lagos,,08036411790,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-3GQJF
Just Out To Let Direct Property 2bedroom Flat At Back Of Rjolad Gbagada All Room Ensulte With Pop Grandfloor Rent 800k Agent And Agreement 150 Each Cautiou Fee 50k Video Available,800000,3,2,3,Back If Rjolad Gbagada New Garage,Gbagada,Lagos,,08027314383,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-back-if-rjolad-gbagada-new-garage-gbagada-lagos-0GVEB
5 Bedroom Terrace Duplex,4500000,0,5,0,Osapa London,Lekki,Lagos,Serviced,08036411790,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-8GQJV
3 Bedroom Apartment,6000000,0,3,0,Ikate,Lekki,Lagos,Serviced,08036411790,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikate-lekki-lagos-6GQKK
3 Bedroom Apartment,6500000,0,3,0,Located In Well Serviced Secured Estate At,Ikoyi,Lagos,ServicedNewly Built,08036411790,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-located-in-well-serviced-secured-estate-at-ikoyi-lagos-9GSFX
4 Bedroom Terrace Duplex,6000000,0,4,0,Off Fola Oshibor Street Lekki Phase 1,Lekki,Lagos,,08036411790,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-fola-oshibor-street-lekki-phase-1-lekki-lagos-5GSGP
3 Bedroom Apartment,10000000,0,3,0,,Ikoyi,Lagos,Serviced,08036411790,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-5GSKZ
Pharmacy And Store Space Measuring 500sqm For Rent In Gwarinpa.,35000000,7, ,7,"1st Avenue,gwarinpa Abuja.",Gwarinpa,Abuja,,07067964004,10,https://www.propertypro.ng/property/commercial-property-for-rent-1st-avenuegwarinpa-abuja-gwarinpa-abuja-6GVDZ
Lovely Finished Classy 3bedroom,6000000,3,3,4,Brown Estate Lekki Phase 1,Lekki,Lagos,Serviced,07016328119,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-brown-estate-lekki-phase-1-lekki-lagos-2GVDZ
Detached 5bedroom Duplex With B/q For Rent In Gwarinpa.,5500000, ,5, ,"Ipent7 Gwarinpa,abuja.",Gwarinpa,Abuja,,07067964004,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ipent7-gwarinpaabuja-gwarinpa-abuja-1GVDX
5 Bed Fully Detached Duplex,10000000,5,5,6,Lekki Phase 1,Lekki,Lagos,,09019001143,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GVDW
"4 Bedroom Duplex,with Pop Ceiling, Kitchen Cabinets,all Rooms Ensuite",1500000,4,4,5,Valley View Estate Ebute,Ikorodu,Lagos,FurnishedNewly Built,09036280099,10,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-valley-view-estate-ebute-ikorodu-lagos-8GVDU
Lovely 2 Bedroom Penthouse,2000000,3,2,3,"Silver Spring Estate, Agungi",Lekki,Lagos,,09081104133,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-silver-spring-estate-agungi-lekki-lagos-3GVDS
2 Bedroom Apartment,3500000, , , ,Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,,09070147323,10,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-3GVDT
Shop Space,3500000, , , ,Lekki Phase 1,Lekki,Lagos,,09019001143,10,https://www.propertypro.ng/property/commercial-property-for-rent-lekki-phase-1-lekki-lagos-4GVDT
Direct Cash Ready Clients Serviced Newly Built 5 Bedroom Detached House + Bq,20000000,5,5,6,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08124269637,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-7EZUY
Direct Cash Ready Clients Top Luxury 3 Bedroom Apartment +gym+pool+garden Etc,12500000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,10,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-5FAVX
Fully Furnished And Serviced 1 Bedroom Flat,2500000,1,1,2,Lekki Phase 1,Lekki,Lagos,FurnishedServicedNewly Built,07031264489,10,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-7GVDS
A Standard Mini Flat,1100000, , , ,Thomas Estate Thomas Estate,Ajah,Lagos,Newly Built,07031120682,10,https://www.propertypro.ng/property/flat-apartment-for-rent-thomas-estate-thomas-estate-ajah-lagos-2GVDS
